"TEXT";"CODE";"ZUSATZZIFFER";"GEMEINDE";"KANTON";"E";"N"
"Schlans";7168;0;"Trun";"GR";9.015;46.753
"Schlatt TG";8252;0;"Schlatt (TG)";"TG";8.696;47.661
"Schlatt b. Winterthur";8418;0;"Schlatt (ZH)";"ZH";8.828;47.466
"Schlattingen";8255;0;"Basadingen-Schlattingen";"TG";8.775;47.663
"Schleinikon";8165;3;"Schleinikon";"ZH";8.393;47.496
"Schleitheim";8226;0;"Schleitheim";"SH";8.488;47.749
"Schlierbach";6231;0;"Schlierbach";"LU";8.110;47.226
"Schlieren";8952;0;"Schlieren";"ZH";8.451;47.393
"Schliern b. Köniz";3098;1;"Köniz";"BE";7.416;46.909
"Schlossrued";5044;0;"Schlossrued";"AG";8.089;47.292
"Schlosswil";3082;0;"Schlosswil";"BE";7.611;46.908
"Schluein";7151;0;"Schluein";"GR";9.229;46.787
"Schmerikon";8716;0;"Schmerikon";"SG";8.941;47.225
"Schmidigen-Mühleweg";3464;0;"Walterswil (BE)";"BE";7.743;47.094
"Schmidrüti";8495;0;"Turbenthal";"ZH";8.903;47.414
"Schmidshof";9565;4;"Bussnang";"TG";9.055;47.544
"Schmiedrued";5046;1;"Schmiedrued";"AG";8.108;47.271
"Schmitten (Albula)";7493;0;"Schmitten (GR)";"GR";9.677;46.686
"Schmitten FR";3185;0;"Schmitten (FR)";"FR";7.254;46.853
"Schnaus";7130;2;"Ilanz/Glion";"GR";9.180;46.777
"Schnaus";7130;2;"Ilanz/Glion";"GR";9.181;46.822
"Schneisingen";5425;0;"Schneisingen";"AG";8.366;47.520
"Schnottwil";3253;0;"Schnottwil";"SO";7.397;47.111
"Schocherswil";8581;0;"Amriswil";"TG";9.266;47.537
"Schongau";6288;0;"Schongau";"LU";8.271;47.267
"Schuders";7228;0;"Schiers";"GR";9.737;46.992
"Schupfart";4325;0;"Schupfart";"AG";7.962;47.513
"Schwaderloch";5326;0;"Schwaderloch";"AG";8.145;47.583
"Schwadernau";2556;2;"Schwadernau";"BE";7.307;47.127
"Schwanden (Sigriswil)";3657;0;"Sigriswil";"BE";7.716;46.735
"Schwanden GL";8762;0;"Glarus Süd";"GL";9.067;46.998
"Schwanden b. Brienz";3855;41;"Schwanden bei Brienz";"BE";8.058;46.757
"Schwanden im Emmental";3433;0;"Rüderswil";"BE";7.694;46.985
"Schwarzenbach (Huttwil)";4953;0;"Huttwil";"BE";7.832;47.106
"Schwarzenbach LU";6215;2;"Beromünster";"LU";8.212;47.233
"Schwarzenbach SG";9536;0;"Jonschwil";"SG";9.072;47.440
"Schwarzenberg LU";6103;0;"Schwarzenberg";"LU";8.169;47.015
"Schwarzenburg";3150;0;"Schwarzenburg";"BE";7.341;46.817
"Schwarzenegg";3616;0;"Unterlangenegg";"BE";7.714;46.796
"Schwarzhäusern";4911;0;"Schwarzhäusern";"BE";7.770;47.255
"Schwarzsee";1716;3;"Plaffeien";"FR";7.287;46.672
"Schweizersholz";9223;0;"Bischofszell";"TG";9.196;47.502
"Schwellbrunn";9103;0;"Schwellbrunn";"AR";9.248;47.352
"Schwende";9057;2;"Schwende";"AI";9.434;47.299
"Schwenden im Diemtigtal";3757;0;"Diemtigen";"BE";7.487;46.575
"Schwendi im Weisstannental";7325;0;"Mels";"SG";9.361;47.009
"Schwendibach";3624;2;"Schwendibach";"BE";7.661;46.769
"Schwerzenbach";8603;0;"Schwerzenbach";"ZH";8.655;47.380
"Schwyz";6430;0;"Schwyz";"SZ";8.653;47.021
"Schwändi b. Schwanden";8762;2;"Glarus Süd";"GL";9.066;47.007
"Schänis";8718;0;"Schänis";"SG";9.040;47.158
"Schöfflisdorf";8165;0;"Schöfflisdorf";"ZH";8.419;47.498
"Schöftland";5040;0;"Schöftland";"AG";8.050;47.304
"Schönenbaumgarten";8585;7;"Langrickenbach";"TG";9.229;47.613
"Schönenberg ZH";8824;0;"Schönenberg (ZH)";"ZH";8.648;47.194
"Schönenberg an der Thur";9215;0;"Kradolf-Schönenberg";"TG";9.193;47.520
"Schönenbuch";4124;0;"Schönenbuch";"BL";7.505;47.534
"Schönengrund";9105;0;"Schönengrund";"AR";9.228;47.327
"Schönenwerd";5012;0;"Schönenwerd";"SO";8.010;47.369
"Schönholzerswilen";8577;0;"Schönholzerswilen";"TG";9.135;47.517
"Schönried";3778;0;"Saanen";"BE";7.291;46.504
"Schötz";6247;0;"Schötz";"LU";7.985;47.172
"Schübelbach";8862;0;"Schübelbach";"SZ";8.923;47.173
"Schüpbach";3535;0;"Signau";"BE";7.734;46.928
"Schüpfen";3054;0;"Schüpfen";"BE";7.376;47.038
"Schüpfheim";6170;0;"Schüpfheim";"LU";8.021;46.951
"Scudellate";6838;3;"Breggia";"TI";9.038;45.921
"Scuol";7550;0;"Scuol";"GR";10.30;46.793
"Sedrun";7188;0;"Tujetsch";"GR";8.781;46.679
"Seeberg";3365;2;"Seeberg";"BE";7.664;47.156
"Seedorf BE";3267;0;"Seedorf (BE)";"BE";7.311;47.034
"Seedorf UR";6462;0;"Seedorf (UR)";"UR";8.610;46.884
"Seehof";2747;2;"Seehof";"BE";7.525;47.304
"Seelisberg";6377;0;"Seelisberg";"UR";8.585;46.973
"Seengen";5707;0;"Seengen";"AG";8.201;47.329
"Seewen SO";4206;0;"Seewen";"SO";7.656;47.433
"Seewen SZ";6423;0;"Schwyz";"SZ";8.630;47.031
"Seewil";3256;3;"Rapperswil (BE)";"BE";7.409;47.046
"Seewis Dorf";7212;0;"Seewis im Prättigau";"GR";9.633;46.989
"Seewis-Pardisla";7212;1;"Seewis im Prättigau";"GR";9.631;46.977
"Seewis-Schmitten";7212;2;"Seewis im Prättigau";"GR";9.640;46.980
"Seftigen";3662;0;"Seftigen";"BE";7.540;46.786
"Segnas";7186;0;"Disentis/Mustér";"GR";8.827;46.693
"Seigneux";1525;2;"Valbroye";"VD";6.878;46.728
"Seiry";1470;3;"Lully (FR)";"FR";6.832;46.812
"Seleute";2888;0;"Clos du Doubs";"JU";7.111;47.366
"Selkingen";3989;3;"Grafschaft";"VS";8.210;46.453
"Selma";6545;0;"Calanca";"GR";9.125;46.319
"Seltisberg";4411;0;"Seltisberg";"BL";7.713;47.460
"Selzach";2545;0;"Selzach";"SO";7.461;47.204
"Sembrancher";1933;0;"Sembrancher";"VS";7.150;46.078
"Sementina";6514;0;"Sementina";"TI";8.989;46.183
"Semione";6714;0;"Serravalle";"TI";8.971;46.407
"Sempach";6204;0;"Sempach";"LU";8.199;47.133
"Sempach Station";6203;0;"Neuenkirch";"LU";8.193;47.114
"Semsales";1623;0;"Semsales";"FR";6.927;46.572
"Senarclens";1304;4;"Senarclens";"VD";6.489;46.600
"Sennhof (Winterthur)";8482;0;"Winterthur";"ZH";8.758;47.469
"Sennwald";9466;0;"Sennwald";"SG";9.507;47.265
"Sent";7554;0;"Scuol";"GR";10.34;46.817
"Senèdes";1724;6;"Senèdes";"FR";7.142;46.742
"Seon";5703;0;"Seon";"AG";8.164;47.350
"Sergey";1355;2;"Sergey";"VD";6.499;46.750
"Serneus";7249;0;"Klosters-Serneus";"GR";9.840;46.890
"Serpiano";6867;0;"Brusino Arsizio";"TI";8.928;45.911
"Servion";1077;0;"Servion";"VD";6.785;46.578
"Seseglio";6832;1;"Chiasso";"TI";8.999;45.826
"Sessa";6997;0;"Sessa";"TI";8.818;46.000
"Seuzach";8472;0;"Seuzach";"ZH";8.723;47.536
"Sevelen";9475;0;"Sevelen";"SG";9.482;47.128
"Sevgein";7127;0;"Ilanz/Glion";"GR";9.218;46.765
"Sfazù";7742;2;"Poschiavo";"GR";10.08;46.389
"Siat";7157;0;"Ilanz/Glion";"GR";9.164;46.789
"Siblingen";8225;0;"Siblingen";"SH";8.519;47.714
"Siebnen";8854;0;"Schübelbach";"SZ";8.906;47.177
"Siegershausen";8573;0;"Kemmental";"TG";9.171;47.611
"Sierre";3960;0;"Anniviers";"VS";7.564;46.260
"Sierre";3960;0;"Sierre";"VS";7.536;46.293
"Siggenthal Station";5301;0;"Untersiggenthal";"AG";8.238;47.515
"Sigigen";6019;0;"Ruswil";"LU";8.135;47.065
"Sigirino";6806;0;"Monteceneri";"TI";8.914;46.081
"Siglistorf";5462;0;"Siglistorf";"AG";8.384;47.544
"Signau";3534;0;"Signau";"BE";7.721;46.920
"Signy";1274;1;"Signy-Avenex";"VD";6.202;46.391
"Signèse (Ayent)";1966;11;"Ayent";"VS";7.401;46.257
"Signôra";6951;23;"Lugano";"TI";9.046;46.092
"Sigriswil";3655;0;"Sigriswil";"BE";7.720;46.717
"Sihlbrugg";6340;4;"Neuheim";"ZG";8.578;47.216
"Sihlbrugg Station";8135;2;"Horgen";"ZH";8.574;47.242
"Sihlwald";8135;3;"Horgen";"ZH";8.556;47.267
"Silenen";6473;0;"Silenen";"UR";8.669;46.790
"Sils im Domleschg";7411;0;"Sils im Domleschg";"GR";9.457;46.701
"Sils/Segl Baselgia";7515;0;"Sils im Engadin/Segl";"GR";9.755;46.432
"Sils/Segl Maria";7514;0;"Sils im Engadin/Segl";"GR";9.766;46.429
"Silvaplana";7513;0;"Silvaplana";"GR";9.793;46.461
"Silvaplana-Surlej";7513;2;"Silvaplana";"GR";9.814;46.459
"Simplon Dorf";3907;0;"Simplon";"VS";8.052;46.194
"Sins";5643;0;"Sins";"AG";8.346;47.187
"Sins";5643;0;"Sins";"AG";8.395;47.194
"Sion";1950;0;"Sion";"VS";7.356;46.229
"Sirnach";8370;0;"Sirnach";"TG";9.001;47.459
"Siselen BE";2577;0;"Siselen";"BE";7.188;47.031
"Sisikon";6452;0;"Sisikon";"UR";8.623;46.948
"Sissach";4450;0;"Sissach";"BL";7.816;47.470
"Sisseln AG";4334;0;"Sisseln";"AG";7.985;47.552
"Sitterdorf";8589;0;"Zihlschlacht-Sitterdorf";"TG";9.245;47.506
"Siviez (Nendaz)";1997;1;"Nendaz";"VS";7.319;46.134
"Siviriez";1678;0;"Siviriez";"FR";6.880;46.657
"Soazza";6562;0;"Soazza";"GR";9.217;46.366
"Sobrio";6749;0;"Sobrio";"TI";8.901;46.400
"Soglio";7610;0;"Bregaglia";"GR";9.540;46.342
"Solduno";6600;4;"Locarno";"TI";8.778;46.171
"Solothurn";4500;0;"Solothurn";"SO";7.529;47.206
"Somazzo";6872;1;"Mendrisio";"TI";8.992;45.878
"Someo";6674;0;"Maggia";"TI";8.662;46.287
"Sommentier";1688;0;"Vuisternens-devant-Romont";"FR";6.912;46.638
"Sommeri";8580;3;"Sommeri";"TG";9.286;47.570
"Sonceboz-Sombeval";2605;0;"Sonceboz-Sombeval";"BE";7.168;47.195
"Sonnental";9245;2;"Oberbüren";"SG";9.139;47.458
"Sonogno";6637;0;"Sonogno";"TI";8.786;46.349
"Sonterswil";8564;3;"Wäldi";"TG";9.081;47.620
"Sonvico";6968;0;"Lugano";"TI";8.991;46.060
"Sonvilier";2615;0;"Sonvilier";"BE";6.964;47.140
"Sool";8762;3;"Glarus Süd";"GL";9.090;46.999
"Soral";1286;0;"Soral";"GE";6.043;46.144
"Sorengo";6924;0;"Sorengo";"TI";8.934;46.000
"Sorens";1642;0;"Sorens";"FR";7.060;46.668
"Sornard (Nendaz)";1997;2;"Nendaz";"VS";7.303;46.188
"Sornetan";2716;0;"Petit-Val";"BE";7.214;47.274
"Sorvilier";2736;0;"Sorvilier";"BE";7.308;47.237
"Sottens";1062;0;"Jorat-Menthue";"VD";6.742;46.655
"Soubey";2887;0;"Soubey";"JU";7.048;47.309
"Souboz";2748;0;"Petit-Val";"BE";7.244;47.274
"Soulce";2864;0;"Haute-Sorne";"JU";7.268;47.302
"Soyhières";2805;0;"Soyhières";"JU";7.372;47.392
"Speicher";9042;0;"Speicher";"AR";9.439;47.410
"Speicherschwendi";9037;0;"Speicher";"AR";9.441;47.426
"Spiegel b. Bern";3095;0;"Köniz";"BE";7.432;46.925
"Spiez";3700;0;"Spiez";"BE";7.677;46.690
"Spiringen";6464;0;"Spiringen";"UR";8.728;46.871
"Splügen";7435;0;"Splügen";"GR";9.319;46.553
"Spreitenbach";8957;0;"Spreitenbach";"AG";8.357;47.418
"Spruga";6663;2;"Onsernone";"TI";8.567;46.200
"St-Aubin FR";1566;0;"Saint-Aubin (FR)";"FR";6.980;46.890
"St-Aubin-Sauges";2024;0;"Saint-Aubin-Sauges";"NE";6.773;46.895
"St-Barthélemy VD";1040;3;"Saint-Barthélemy (VD)";"VD";6.594;46.634
"St-Blaise";2072;0;"Saint-Blaise";"NE";6.986;47.013
"St-Brais";2364;0;"Saint-Brais";"JU";7.112;47.305
"St-Cergue";1264;0;"Saint-Cergue";"VD";6.158;46.447
"St-Cierges";1410;5;"Montanaire";"VD";6.732;46.689
"St-George";1188;2;"Saint-George";"VD";6.262;46.514
"St-Germain (Savièse)";1965;4;"Savièse";"VS";7.349;46.251
"St-Gingolph";1898;0;"Saint-Gingolph";"VS";6.804;46.392
"St-Imier";2610;0;"Saint-Imier";"BE";6.996;47.152
"St-Jean VS";3961;41;"Anniviers";"VS";7.580;46.198
"St-Livres";1176;0;"Saint-Livres";"VD";6.386;46.507
"St-Luc";3961;22;"Anniviers";"VS";7.598;46.222
"St-Légier-La Chiésaz";1806;0;"Saint-Légier-La Chiésaz";"VD";6.884;46.471
"St-Léonard";1958;0;"Saint-Léonard";"VS";7.419;46.255
"St-Martin FR";1609;0;"Saint-Martin (FR)";"FR";6.869;46.575
"St-Martin VS";1969;0;"Saint-Martin (VS)";"VS";7.444;46.174
"St-Maurice";1890;0;"Saint-Maurice";"VS";7.003;46.217
"St-Oyens";1187;0;"Saint-Oyens";"VD";6.309;46.498
"St-Pierre-de-Clages";1955;5;"Chamoson";"VS";7.241;46.192
"St-Prex";1162;0;"Saint-Prex";"VD";6.458;46.481
"St-Romain (Ayent)";1966;4;"Ayent";"VS";7.412;46.283
"St-Saphorin (Lavaux)";1071;2;"Saint-Saphorin (Lavaux)";"VD";6.796;46.473
"St-Saphorin-sur-Morges";1113;0;"Echichens";"VD";6.487;46.545
"St-Sulpice NE";2123;0;"Val-de-Travers";"NE";6.562;46.911
"St-Sulpice VD";1025;0;"Saint-Sulpice (VD)";"VD";6.560;46.509
"St-Séverin";1975;0;"Conthey";"VS";7.302;46.238
"St-Triphon";1867;2;"Ollon";"VD";6.978;46.292
"St-Ursanne";2882;0;"Clos du Doubs";"JU";7.153;47.364
"St-Ursanne";2882;0;"Saint-Brais";"JU";7.111;47.320
"St. Antoni";1713;0;"St. Antoni";"FR";7.265;46.820
"St. Antönien";7246;0;"St. Antönien";"GR";9.814;46.969
"St. Erhard";6212;0;"Knutwil";"LU";8.074;47.182
"St. Gallen";9010;0;"St. Gallen";"SG";9.371;47.442
"St. Gallen";9000;0;"St. Gallen";"SG";9.362;47.423
"St. Gallen";9008;0;"St. Gallen";"SG";9.391;47.441
"St. Gallen";9014;0;"St. Gallen";"SG";9.335;47.409
"St. Gallen";9016;0;"St. Gallen";"SG";9.414;47.441
"St. Gallen";9015;0;"St. Gallen";"SG";9.309;47.405
"St. Gallen";9012;0;"St. Gallen";"SG";9.361;47.410
"St. Gallen";9011;0;"St. Gallen";"SG";9.380;47.422
"St. Gallenkappel";8735;0;"Eschenbach (SG)";"SG";8.971;47.247
"St. German";3942;3;"Raron";"VS";7.820;46.311
"St. Josefen";9030;3;"Gaiserwald";"SG";9.339;47.426
"St. Margarethen TG";9543;0;"Münchwilen (TG)";"TG";9.002;47.491
"St. Margrethen SG";9430;0;"St. Margrethen";"SG";9.625;47.453
"St. Margrethenberg";7313;0;"Pfäfers";"SG";9.511;46.974
"St. Martin (Lugnez)";7116;2;"Vals";"GR";9.183;46.673
"St. Moritz";7500;0;"St. Moritz";"GR";9.831;46.494
"St. Niklaus VS";3924;0;"St. Niklaus";"VS";7.803;46.177
"St. Niklausen LU";6005;2;"Horw";"LU";8.340;47.019
"St. Niklausen OW";6066;0;"Kerns";"OW";8.283;46.874
"St. Pantaleon";4421;0;"Nuglar-St. Pantaleon";"SO";7.688;47.458
"St. Pelagiberg";9225;1;"Hauptwil-Gottshaus";"TG";9.302;47.489
"St. Peter";7028;0;"Arosa";"GR";9.648;46.834
"St. Peterzell";9127;0;"Neckertal";"SG";9.175;47.318
"St. Silvester";1736;0;"St. Silvester";"FR";7.224;46.742
"St. Stephan";3772;0;"St. Stephan";"BE";7.400;46.505
"St. Urban";4915;0;"Pfaffnau";"LU";7.839;47.232
"St. Ursen";1717;0;"St. Ursen";"FR";7.217;46.789
"Sta. Maria Val Müstair";7536;0;"Val Müstair";"GR";10.42;46.601
"Sta. Maria in Calanca";6541;0;"Santa Maria in Calanca";"GR";9.145;46.265
"Staad SG";9422;0;"Thal";"SG";9.542;47.480
"Stabio";6855;0;"Stabio";"TI";8.939;45.851
"Stachen";9320;3;"Arbon";"TG";9.411;47.504
"Stadel (Winterthur)";8404;3;"Winterthur";"ZH";8.764;47.535
"Stadel b. Niederglatt";8174;0;"Stadel";"ZH";8.471;47.529
"Staffelbach";5053;0;"Staffelbach";"AG";8.042;47.283
"Stalden (Sarnen)";6063;0;"Sarnen";"OW";8.208;46.887
"Stalden VS";3922;0;"Stalden (VS)";"VS";7.868;46.234
"Staldenried";3933;0;"Staldenried";"VS";7.887;46.229
"Stallikon";8143;0;"Stallikon";"ZH";8.493;47.324
"Stampa";7605;0;"Bregaglia";"GR";9.588;46.344
"Stans";6370;0;"Stans";"NW";8.359;46.957
"Stansstad";6362;0;"Stansstad";"NW";8.339;46.976
"Starrkirch-Wil";4656;0;"Starrkirch-Wil";"SO";7.929;47.348
"Staufen";5603;0;"Staufen";"AG";8.161;47.382
"Ste-Croix";1450;0;"Sainte-Croix";"VD";6.503;46.823
"Stechelberg";3824;0;"Lauterbrunnen";"BE";7.901;46.548
"Steckborn";8266;0;"Steckborn";"TG";8.983;47.666
"Steffisburg";3613;0;"Steffisburg";"BE";7.614;46.771
"Steffisburg";3612;0;"Steffisburg";"BE";7.624;46.777
"Steg VS";3940;0;"Steg-Hohtenn";"VS";7.751;46.312
"Steg im Tösstal";8496;0;"Fischenthal";"ZH";8.932;47.353
"Stehrenberg";9503;0;"Bussnang";"TG";9.089;47.523
"Stein AG";4332;0;"Stein (AG)";"AG";7.955;47.546
"Stein AR";9063;0;"Stein (AR)";"AR";9.346;47.374
"Stein SG";9655;0;"Nesslau";"SG";9.229;47.199
"Stein am Rhein";8260;0;"Stein am Rhein";"SH";8.860;47.658
"Steinach";9323;0;"Steinach";"SG";9.440;47.502
"Steinebrunn";9314;0;"Egnach";"TG";9.346;47.535
"Steinen";6422;0;"Steinen";"SZ";8.611;47.047
"Steinerberg";6416;0;"Steinerberg";"SZ";8.584;47.055
"Steinhaus";3995;4;"Ernen";"VS";8.238;46.413
"Steinhaus";3995;4;"Ernen";"VS";8.178;46.421
"Steinhausen";6312;0;"Steinhausen";"ZG";8.490;47.198
"Steinhof SO";4556;4;"Aeschi (SO)";"SO";7.686;47.159
"Steinhuserberg";6114;0;"Wolhusen";"LU";8.046;47.043
"Steinmaur";8162;0;"Steinmaur";"ZH";8.454;47.494
"Stels";7226;0;"Schiers";"GR";9.798;47.010
"Stels";7226;0;"Schiers";"GR";9.717;46.966
"Sternenberg";8499;0;"Bauma";"ZH";8.911;47.387
"Stetten AG";5608;0;"Stetten (AG)";"AG";8.301;47.401
"Stetten SH";8234;0;"Stetten (SH)";"SH";8.663;47.740
"Stettfurt";9507;0;"Stettfurt";"TG";8.960;47.525
"Stettlen";3066;0;"Bolligen";"BE";7.528;46.963
"Stierva";7459;0;"Albula/Alvra";"GR";9.538;46.664
"Stilli";5233;0;"Villigen";"AG";8.231;47.516
"Stoos SZ";6433;0;"Morschach";"SZ";8.664;46.980
"Strada";7558;0;"Valsot";"GR";10.43;46.864
"Strengelbach";4802;0;"Strengelbach";"AG";7.920;47.281
"Studen BE";2557;0;"Studen (BE)";"BE";7.303;47.113
"Studen SZ";8845;0;"Unteriberg";"SZ";8.833;47.073
"Stugl/Stuls";7482;2;"Bergün/Bravuogn";"GR";9.732;46.650
"Stäfa";8712;0;"Stäfa";"ZH";8.731;47.239
"Stüsslingen";4655;0;"Stüsslingen";"SO";7.974;47.394
"Suberg";3262;0;"Grossaffoltern";"BE";7.335;47.061
"Subingen";4553;0;"Subingen";"SO";7.622;47.196
"Suchy";1433;0;"Suchy";"VD";6.599;46.722
"Suen (St-Martin)";1969;4;"Saint-Martin (VS)";"VS";7.439;46.181
"Sufers";7434;0;"Sufers";"GR";9.367;46.572
"Sugiez";1786;0;"Bas-Vully";"FR";7.112;46.961
"Sugnens";1043;0;"Montilliez";"VD";6.670;46.655
"Suhr";5034;0;"Suhr";"AG";8.086;47.373
"Sulgen";8583;0;"Sulgen";"TG";9.181;47.541
"Sullens";1036;0;"Sullens";"VD";6.567;46.594
"Sulz AG";5085;0;"Laufenburg";"AG";8.091;47.535
"Sulz LU";6284;2;"Hitzkirch";"LU";8.288;47.220
"Sulzbach";8614;2;"Uster";"ZH";8.746;47.329
"Sumiswald";3454;0;"Sumiswald";"BE";7.745;47.027
"Summaprada";7421;0;"Cazis";"GR";9.435;46.714
"Sumvitg";7175;0;"Sumvitg";"GR";8.938;46.726
"Sundlauenen";3800;5;"Beatenberg";"BE";7.795;46.687
"Sur";7456;0;"Sur";"GR";9.633;46.522
"Surava";7472;0;"Albula/Alvra";"GR";9.614;46.664
"Surcasti";7115;0;"Lumnezia";"GR";9.175;46.696
"Surcuolm";7138;0;"Mundaun";"GR";9.144;46.757
"Surin";7148;2;"Lumnezia";"GR";9.118;46.665
"Surpierre";1528;0;"Surpierre";"FR";6.861;46.745
"Surrein";7173;0;"Sumvitg";"GR";8.950;46.721
"Sursee";6210;0;"Sursee";"LU";8.109;47.173
"Susch";7542;0;"Zernez";"GR";10.07;46.751
"Suscévaz";1437;0;"Suscévaz";"VD";6.578;46.764
"Susten";3952;0;"Leuk";"VS";7.648;46.308
"Sutz";2572;0;"Sutz-Lattrigen";"BE";7.216;47.104
"Syens";1510;2;"Syens";"VD";6.778;46.646
"Sâles (Gruyère)";1625;0;"Sâles";"FR";6.973;46.635
"Säriswil";3049;0;"Wohlen bei Bern";"BE";7.335;46.990
"Sédeilles";1554;0;"Villarzel";"VD";6.932;46.749
"Sévaz";1541;3;"Sévaz";"FR";6.875;46.839
"Sévery";1141;0;"Sévery";"VD";6.438;46.575
"Sörenberg";6174;0;"Flühli";"LU";8.032;46.823
"Süderen";3618;0;"Röthenbach im Emmental";"BE";7.759;46.818
"Sünikon";8162;1;"Steinmaur";"ZH";8.433;47.490
"Tafers";1712;0;"Tafers";"FR";7.216;46.817
"Tagelswangen";8317;0;"Lindau";"ZH";8.668;47.428
"Tamins";7015;0;"Tamins";"GR";9.411;46.832
"Tann";8632;0;"Dürnten";"ZH";8.847;47.265
"Tannay";1295;2;"Tannay";"VD";6.176;46.308
"Tarasp";7553;0;"Scuol";"GR";10.26;46.775
"Tartar";7422;0;"Cazis";"GR";9.420;46.719
"Tartegnin";1180;2;"Tartegnin";"VD";6.315;46.466
"Tatroz";1617;2;"Attalens";"FR";6.869;46.526
"Tavanasa";7162;0;"Breil/Brigels";"GR";9.064;46.755
"Tavannes";2710;0;"Tavannes";"BE";7.197;47.221
"Taverne";6807;0;"Torricella-Taverne";"TI";8.932;46.067
"Tecknau";4492;0;"Tecknau";"BL";7.881;47.449
"Tegerfelden";5306;0;"Tegerfelden";"AG";8.285;47.558
"Tegna";6652;0;"Terre di Pedemonte";"TI";8.744;46.186
"Tenero";6598;0;"Tenero-Contra";"TI";8.849;46.180
"Tenna";7106;0;"Safiental";"GR";9.336;46.747
"Tenniken";4456;0;"Tenniken";"BL";7.816;47.436
"Tennwil";5617;0;"Meisterschwanden";"AG";8.220;47.306
"Tentlingen";1734;0;"Tentlingen";"FR";7.200;46.770
"Termen";3912;0;"Termen";"VS";8.024;46.329
"Termine";6998;0;"Monteggio";"TI";8.793;45.999
"Territet";1820;5;"Montreux";"VD";6.923;46.426
"Tersnaus";7116;0;"Lumnezia";"GR";9.187;46.692
"Tesserete";6950;0;"Capriasca";"TI";8.968;46.070
"Teufen AR";9053;0;"Teufen (AR)";"AR";9.394;47.390
"Teufen ZH";8428;0;"Freienstein-Teufen";"ZH";8.567;47.549
"Teufenthal AG";5723;0;"Teufenthal (AG)";"AG";8.125;47.328
"Teuffenthal b. Thun";3623;0;"Teuffenthal (BE)";"BE";7.711;46.766
"Thal";9425;0;"Thal";"SG";9.569;47.465
"Thalheim AG";5112;0;"Thalheim (AG)";"AG";8.102;47.436
"Thalheim an der Thur";8478;0;"Thalheim an der Thur";"ZH";8.750;47.579
"Thalkirch";7109;0;"Safiental";"GR";9.280;46.639
"Thalwil";8800;0;"Thalwil";"ZH";8.568;47.291
"Thayngen";8240;0;"Thayngen";"SH";8.711;47.747
"Theilingen";8484;3;"Weisslingen";"ZH";8.768;47.418
"Therwil";4106;0;"Therwil";"BL";7.547;47.496
"Thielle";2075;1;"La Tène";"NE";7.029;47.021
"Thierachern";3634;0;"Thierachern";"BE";7.576;46.751
"Thierrens";1410;0;"Montanaire";"VD";6.756;46.703
"Thun";3600;0;"Thun";"BE";7.631;46.758
"Thun";3604;0;"Thun";"BE";7.620;46.740
"Thun";3608;0;"Thun";"BE";7.598;46.739
"Thun";3603;0;"Thun";"BE";7.600;46.762
"Thundorf";8512;0;"Thundorf";"TG";8.968;47.545
"Thunersee";9999;1;"Thunersee";"BE";7.715;46.688
"Thunstetten";4922;2;"Thunstetten";"BE";7.751;47.201
"Thusis";7430;0;"Thusis";"GR";9.443;46.706
"Thyon";1988;1;"Vex";"VS";7.375;46.176
"Thônex";1226;0;"Thônex";"GE";6.198;46.188
"Thônex";1226;0;"Thônex";"GE";6.184;46.184
"Thörigen";3367;0;"Thörigen";"BE";7.729;47.175
"Thörishaus";3174;0;"Köniz";"BE";7.351;46.894
"Thürnen";4441;0;"Thürnen";"BL";7.827;47.454
"Tiefencastel";7450;0;"Albula/Alvra";"GR";9.572;46.662
"Tinizong";7453;0;"Tinizong-Rona";"GR";9.619;46.583
"Titterten";4425;0;"Titterten";"BL";7.719;47.403
"Tobel";9555;0;"Tobel-Tägerschen";"TG";9.034;47.517
"Toffen";3125;0;"Toffen";"BE";7.492;46.858
"Tolochenaz";1131;0;"Tolochenaz";"VD";6.473;46.505
"Torgon";1899;0;"Vionnaz";"VS";6.878;46.315
"Torny-le-Grand";1748;0;"Torny";"FR";6.968;46.770
"Torre";6717;1;"Blenio";"TI";8.953;46.487
"Torricella";6808;0;"Torricella-Taverne";"TI";8.918;46.065
"Trachselwald";3456;0;"Trachselwald";"BE";7.743;47.017
"Trachslau";8840;2;"Einsiedeln";"SZ";8.725;47.097
"Tramelan";2720;0;"Tramelan";"BE";7.097;47.223
"Trans";7407;0;"Domleschg";"GR";9.463;46.763
"Trasadingen";8219;0;"Trasadingen";"SH";8.430;47.667
"Travers";2105;0;"Val-de-Travers";"NE";6.674;46.940
"Treiten";3226;0;"Treiten";"BE";7.160;47.009
"Tremona";6865;0;"Mendrisio";"TI";8.958;45.880
"Trey";1552;0;"Trey";"VD";6.925;46.770
"Treycovagnes";1436;0;"Treycovagnes";"VD";6.609;46.774
"Treyfayes";1626;2;"Sâles";"FR";6.955;46.654
"Treytorrens (Payerne)";1538;0;"Treytorrens (Payerne)";"VD";6.800;46.771
"Treyvaux";1733;0;"Treyvaux";"FR";7.137;46.728
"Triboltingen";8273;0;"Ermatingen";"TG";9.107;47.662
"Triengen";6234;0;"Triengen";"LU";8.082;47.236
"Trient";1929;0;"Trient";"VS";6.994;46.056
"Triesen";9495;0;"Triesen";"LI";9.528;47.108
"Triesenberg";9497;0;"Triesenberg";"LI";9.550;47.117
