"TEXT"|"CODE"|"ZUSATZZIFFER"|"GEMEINDE"|"KANTON"|"E"|"N"|"ID"|"LONGITUDE"|"LATITUDE"|"BFS_NR"|"AVAM_SUCHREGION"
"Uttwil"|8592|0|"Uttwil"|"TG"|743101|272056|3758|9.341006|47.583592|4451|"TG01"
"Utzenstorf"|3427|0|"Utzenstorf"|"BE"|609003|219542|3759|7.557289|47.126800|552|"BE06"
"Utzigen"|3068|0|"Vechigen"|"BE"|609426|201005|3760|7.562478|46.960056|359|"BE01"
"Uvrier"|1958|2|"Sion"|"VS"|597981|122147|3761|7.412456|46.250750|6246|"VS06"
"Uznach"|8730|0|"Uznach"|"SG"|716613|231416|3762|8.978378|47.223378|3339|"SG06"
"Uzwil"|9240|0|"Uzwil"|"SG"|728257|255167|3763|9.138872|47.434797|3407|"SG08"
"Vacallo"|6833|0|"Vacallo"|"TI"|724009|78597|3764|9.034958|45.847658|5268|"TI04"
"Vadura"|7314|0|"Pfäfers"|"SG"|755834|202636|3765|9.486128|46.956506|3294|"SG05"
"Vaduz"|9490|0|"Vaduz"|"LI"|758143|224107|3766|9.523950|47.149025|9999|"A"
"Vaglio"|6947|0|"Capriasca"|"TI"|717619|101955|3767|8.958547|46.058872|5226|"TI03"
"Vaglio"|6947|0|"Capriasca"|"TI"|720865|107133|3768|9.001814|46.104867|5226|"TI03"
"Vairano"|6575|1|"Gambarogno"|"TI"|706192|109815|3769|8.812694|46.131458|5398|"TI02"
"Val-d'Illiez"|1873|0|"Val-d'Illiez"|"VS"|557893|117146|3770|6.893092|46.204450|6157|"VS08"
"Valangin"|2042|0|"Valangin"|"NE"|559583|207372|3771|6.907069|47.016161|6485|"NE01"
"Valbella"|7077|0|"Vaz/Obervaz"|"GR"|761536|179921|3772|9.552967|46.750889|3506|"GR07"
"Valchava"|7535|0|"Val Müstair"|"GR"|827511|165299|3773|10.408553|46.600194|3847|"GR14"
"Valendas"|7122|0|"Safiental"|"GR"|740677|183303|3774|9.281092|46.786031|3672|"GR10"
"Valens"|7317|0|"Pfäfers"|"SG"|755162|204159|3775|9.477822|46.970358|3294|"SG05"
"Valeyres-sous-Montagny"|1441|0|"Valeyres-sous-Montagny"|"VD"|536659|183422|3776|6.608919|46.798944|5933|"VD03"
"Valeyres-sous-Rances"|1358|0|"Valeyres-sous-Rances"|"VD"|529760|178271|3777|6.519344|46.751922|5763|"VD03"
"Valeyres-sous-Ursins"|1412|0|"Valeyres-sous-Ursins"|"VD"|540166|177533|3778|6.655625|46.746297|5934|"VD03"
"Vallamand"|1586|0|"Vully-les-Lacs"|"VD"|569542|197930|3779|7.038681|46.931764|5464|"VD03"
"Vallon"|1565|2|"Vallon"|"FR"|563012|192743|3780|6.953356|46.884775|2045|"FR01"
"Vallorbe"|1337|0|"Vallorbe"|"VD"|519058|174069|3781|6.380036|46.712911|5764|"VD03"
"Vals"|7132|0|"Vals"|"GR"|733223|164510|3782|9.178042|46.618553|3603|"GR12"
"Valzeina"|7213|0|"Grüsch"|"GR"|764756|202262|3783|9.603161|46.950989|3961|"GR02"
"Vandoeuvres"|1253|0|"Vandoeuvres"|"GE"|504628|119615|3784|6.202561|46.221222|6642|"GE01"
"Varen"|3953|2|"Varen"|"VS"|613301|129620|3785|7.611325|46.317847|6109|"VS04"
"Varenzo"|6777|1|"Quinto"|"TI"|698688|151005|3786|8.724347|46.503078|5079|"TI01"
"Vasön"|7317|3|"Pfäfers"|"SG"|754969|202247|3787|9.474633|46.953211|3294|"SG05"
"Vattiz"|7146|0|"Lumnezia"|"GR"|731448|174385|3788|9.157700|46.707714|3618|"GR12"
"Vauderens"|1675|0|"Ursy"|"FR"|554729|163727|3789|6.847556|46.623258|2102|"FR02"
"Vauffelin"|2537|0|"Sauge"|"BE"|589732|226307|3790|7.303161|47.187633|449|"BE08"
"Vaugondry"|1423|4|"Tévenon"|"VD"|538846|188679|3791|6.636861|46.846436|5571|"VD03"
"Vaulion"|1325|0|"Vaulion"|"VD"|519815|171426|3792|6.390397|46.689231|5765|"VD03"
"Vaulruz"|1627|0|"Vaulruz"|"FR"|565881|163716|3793|6.993158|46.623822|2155|"FR03"
"Vaumarcus"|2028|0|"Vaumarcus"|"NE"|547898|192176|3794|6.755133|46.878661|6415|"NE01"
"Vaux-sur-Morges"|1126|0|"Vaux-sur-Morges"|"VD"|525413|154379|3795|6.466333|46.536544|5650|"VD02"
"Vaz/Obervaz"|7082|0|"Vaz/Obervaz"|"GR"|759348|173418|3796|9.522081|46.692936|3506|"GR07"
"Vella"|7144|0|"Lumnezia"|"GR"|732826|175468|3797|9.176028|46.717181|3618|"GR12"
"Vellerat"|2830|2|"Vellerat"|"JU"|594809|241051|3798|7.369975|47.320308|6708|"JU01"
"Veltheim AG"|5106|0|"Veltheim (AG)"|"AG"|653264|254105|3799|8.144692|47.435586|4120|"AG03"
"Vendlincourt"|2943|0|"Vendlincourt"|"JU"|577957|255627|3800|7.146361|47.451058|6806|"JU02"
"Vens (Sembrancher)"|1933|2|"Vollèges"|"VS"|575839|104149|3801|7.126269|46.088419|6035|"VS07"
"Venthône"|3973|0|"Venthône"|"VS"|607192|128486|3802|7.531994|46.307739|6249|"VS05"
"Verbier"|1936|0|"Bagnes"|"VS"|583033|105674|3803|7.219222|46.102356|6031|"VS07"
"Vercorin"|3967|0|"Chalais"|"VS"|607287|122900|3804|7.533139|46.257489|6232|"VS05"
"Verdabbio"|6538|0|"Verdabbio"|"GR"|732562|125667|3805|9.158300|46.269353|3836|"GR09"
"Verdabbio"|6538|0|"Verdabbio"|"GR"|738426|125251|3806|9.234219|46.264431|3836|"GR09"
"Verdasio"|6655|2|"Centovalli"|"TI"|692491|113294|3807|8.636131|46.164769|5397|"TI02"
"Vergeletto"|6664|0|"Vergeletto"|"TI"|689770|120164|3808|8.602225|46.226931|5132|"TI02"
"Vermes"|2829|0|"Val Terbi"|"JU"|602980|242101|3809|7.478061|47.329767|6730|"JU01"
"Vernamiège"|1961|0|"Mont-Noble"|"VS"|599948|117634|3810|7.437964|46.210156|6090|"VS06"
"Vernate"|6992|0|"Vernate"|"TI"|711988|94821|3811|8.884100|45.995667|5151|"TI03"
"Vernayaz"|1904|0|"Vernayaz"|"VS"|569095|109281|3812|7.038742|46.134308|6219|"VS07"
"Vernier"|1214|0|"Vernier"|"GE"|495664|119105|3813|6.086519|46.215306|6643|"GE01"
"Vers-chez-Perrin"|1551|0|"Payerne"|"VD"|562136|182926|3814|6.942678|46.796419|5822|"VD03"
"Vers-l'Eglise"|1864|0|"Ormont-Dessus"|"VD"|576371|133632|3815|7.131656|46.353653|5411|"VD05"
"Versam"|7104|0|"Safiental"|"GR"|744809|184215|3816|9.335478|46.793347|3672|"GR10"
"Versam"|7104|0|"Safiental"|"GR"|745558|178063|3817|9.343328|46.737861|3672|"GR10"
"Verscio"|6653|0|"Terre di Pedemonte"|"TI"|699864|115620|3818|8.732067|46.184636|5396|"TI02"
"Versegères"|1947|0|"Bagnes"|"VS"|584118|101475|3819|7.233394|46.064611|6031|"VS07"
"Versoix"|1290|0|"Versoix"|"GE"|501862|126408|3820|6.165292|46.281922|6644|"GE01"
"Vesin"|1483|3|"Cugy (FR)"|"FR"|556809|184212|3821|6.872783|46.807664|2050|"FR01"
"Vessy"|1234|0|"Veyrier"|"GE"|500845|114240|3822|6.154681|46.172331|6645|"GE01"
"Vevey"|1800|0|"Vevey"|"VD"|554637|145474|3823|6.848147|46.459058|5890|"VD05"
"Vex"|1981|0|"Vex"|"VS"|597023|117959|3824|7.400061|46.213072|6089|"VS06"
"Veyras"|3968|0|"Veyras"|"VS"|607581|127898|3825|7.537033|46.302444|6250|"VS05"
"Veyrier"|1255|0|"Veyrier"|"GE"|503259|113588|3826|6.186069|46.166817|6645|"GE01"
"Veysonnaz"|1993|0|"Veysonnaz"|"VS"|592085|116200|3827|7.336103|46.197211|6267|"VS06"
"Veytaux"|1820|6|"Veytaux"|"VD"|560807|141179|3828|6.928822|46.420814|5891|"VD05"
"Vezia"|6943|0|"Vezia"|"TI"|716029|97989|3829|8.937028|46.023478|5231|"TI03"
"Vezio"|6938|0|"Alto Malcantone"|"TI"|711753|100410|3830|8.882394|46.045972|5237|"TI03"
"Viano"|7747|0|"Brusio"|"GR"|808258|126062|3831|10.139792|46.253722|3551|"GR06"
"Vich"|1267|1|"Vich"|"VD"|508613|142692|3832|6.249669|46.429342|5710|"VD04"
"Vichères (Liddes)"|1945|9|"Liddes"|"VS"|578922|93918|3833|7.166586|45.996492|6033|"VS07"
"Vico Morcote"|6921|0|"Vico Morcote"|"TI"|715098|87628|3834|8.922478|45.930453|5233|"TI03"
"Vicosoprano"|7603|0|"Bregaglia"|"GR"|768209|135765|3835|9.624161|46.352183|3792|"GR05"
"Vicques"|2824|0|"Val Terbi"|"JU"|598073|244035|3836|7.413136|47.347164|6730|"JU01"
"Vielbringen b. Worb"|3075|2|"Worb"|"BE"|608414|196031|3837|7.549092|46.915325|627|"BE01"
"Viganello"|6962|0|"Lugano"|"TI"|718545|96770|3838|8.969203|46.012078|5192|"TI03"
"Vignogn"|7147|0|"Lumnezia"|"GR"|731439|173266|3839|9.157261|46.697653|3618|"GR12"
"Vilars NE"|2063|0|"Val-de-Ruz"|"NE"|561127|209106|3840|6.927228|47.031853|6487|"NE01"
"Villa (Ayent)"|1966|6|"Ayent"|"VS"|598295|124995|3841|7.416517|46.276372|6082|"VS06"
"Villa (Evolène)"|1985|2|"Evolène"|"VS"|605740|106200|3842|7.512872|46.107278|6083|"VS06"
"Villa Bedretto"|6781|1|"Bedretto"|"TI"|683299|151638|3843|8.524003|46.510861|5063|"TI01"
"Villa Luganese"|6966|0|"Lugano"|"TI"|720566|101479|3844|8.996497|46.054069|5192|"TI03"
"Villaraboud"|1679|0|"Siviriez"|"FR"|559758|167658|3845|6.912869|46.658939|2099|"FR02"
"Villarbeney"|1652|2|"Botterens"|"FR"|574731|164259|3846|7.108678|46.629100|2123|"FR03"
"Villard-sur-Chamby"|1832|2|"Montreux"|"VD"|561031|146365|3847|6.931300|46.467478|5886|"VD05"
"Villarepos"|1583|0|"Villarepos"|"FR"|572085|192561|3848|7.072403|46.883581|2279|"FR05"
"Villargiroud"|1694|2|"Villorsonnens"|"FR"|566612|172752|3849|7.002047|46.705139|2114|"FR02"
"Villariaz"|1685|0|"Vuisternens-devant-Romont"|"FR"|561834|168299|3850|6.939939|46.664828|2113|"FR02"
"Villarimboud"|1691|0|"La Folliaz"|"FR"|563637|176587|3851|6.962842|46.739481|2116|"FR02"
"Villarlod"|1695|0|"Le Glèbe"|"FR"|568197|172749|3852|7.022772|46.705192|2223|"FR04"
"Villars-Bozon"|1148|3|"L'Isle"|"VD"|520984|162220|3853|6.407261|46.606564|5486|"VD02"
"Villars-Bramard"|1682|4|"Valbroye"|"VD"|558708|174275|3854|6.898558|46.718397|5671|"VD03"
"Villars-Burquin"|1423|0|"Tévenon"|"VD"|537963|188710|3855|6.625281|46.846633|5571|"VD03"
"Villars-Epeney"|1404|2|"Villars-Epeney"|"VD"|543358|181439|3856|6.696911|46.781711|5935|"VD03"
"Villars-Mendraz"|1061|0|"Jorat-Menthue"|"VD"|545702|166479|3857|6.729375|46.647339|5804|"VD02"
"Villars-Ste-Croix"|1029|0|"Villars-Sainte-Croix"|"VD"|532684|157622|3858|6.560636|46.566486|5651|"VD02"
"Villars-Tiercelin"|1058|0|"Jorat-Menthue"|"VD"|543772|164235|3859|6.704439|46.626994|5804|"VD02"
"Villars-le-Comte"|1515|0|"Villars-le-Comte"|"VD"|551137|173470|3860|6.799622|46.710644|5690|"VD03"
"Villars-le-Grand"|1584|0|"Vully-les-Lacs"|"VD"|565818|195031|3861|6.989997|46.905506|5464|"VD03"
"Villars-le-Terroir"|1040|2|"Villars-le-Terroir"|"VD"|538800|167704|3862|6.639061|46.657761|5535|"VD02"
"Villars-sous-Champvent"|1443|3|"Champvent"|"VD"|534683|182044|3863|6.583233|46.786358|5905|"VD03"
"Villars-sous-Mont"|1666|2|"Bas-Intyamon"|"FR"|571682|154364|3864|7.069472|46.539967|2162|"FR03"
"Villars-sous-Yens"|1168|0|"Villars-sous-Yens"|"VD"|522482|151510|3865|6.428611|46.510406|5652|"VD02"
"Villars-sur-Fontenais"|2903|0|"Fontenais"|"JU"|572979|248621|3866|7.080778|47.387861|6790|"JU02"
"Villars-sur-Glâne"|1752|0|"Villars-sur-Glâne"|"FR"|575369|182258|3867|7.116042|46.791031|2228|"FR04"
"Villars-sur-Ollon"|1884|0|"Ollon"|"VD"|570547|127427|3868|7.056386|46.297606|5409|"VD05"
"Villarsel-le-Gibloux"|1695|4|"Le Glèbe"|"FR"|567947|173816|3869|7.019428|46.714778|2223|"FR04"
"Villarsel-sur-Marly"|1723|3|"Villarsel-sur-Marly"|"FR"|579706|178841|3870|7.172994|46.760439|2230|"FR04"
"Villarsiviriaux"|1694|0|"Villorsonnens"|"FR"|567352|172201|3871|7.011761|46.700219|2114|"FR02"
"Villarvolard"|1651|0|"Corbières"|"FR"|574636|166056|3872|7.107339|46.645261|2129|"FR03"
"Villarzel"|1555|0|"Villarzel"|"VD"|559812|177657|3873|6.912700|46.748886|5830|"VD03"
"Villaz-St-Pierre"|1690|0|"Villaz-Saint-Pierre"|"FR"|563174|174424|3874|6.956956|46.720000|2111|"FR02"
"Villeneuve FR"|1527|0|"Villeneuve (FR)"|"FR"|556439|177355|3875|6.868589|46.745958|2047|"FR01"
"Villeneuve VD"|1844|0|"Villeneuve (VD)"|"VD"|560509|138451|3876|6.925178|46.396256|5414|"VD05"
"Villeret"|2613|0|"Villeret"|"BE"|568044|222916|3877|7.017250|47.156439|448|"BE09"
"Villette (Lavaux)"|1096|2|"Bourg-en-Lavaux"|"VD"|544102|149415|3878|6.710544|46.493714|5613|"VD02"
"Villiers"|2057|0|"Val-de-Ruz"|"NE"|564526|213844|3879|6.971572|47.074661|6487|"NE01"
"Villigen"|5234|0|"Villigen"|"AG"|658315|264331|3880|8.212978|47.527125|4121|"AG03"
"Villmergen"|5612|0|"Villmergen"|"AG"|660847|244187|3881|8.243853|47.345728|4080|"AG10"
"Villnachern"|5213|0|"Villnachern"|"AG"|654125|257867|3882|8.156558|47.469350|4122|"AG03"
"Vilters"|7324|0|"Vilters-Wangs"|"SG"|753359|210503|3883|9.456281|47.027822|3297|"SG05"
"Vinelz"|3234|0|"Vinelz"|"BE"|575116|209246|3884|7.111256|47.033783|502|"BE08"
"Vinzel"|1184|1|"Vinzel"|"VD"|510889|144751|3885|6.278881|46.448167|5858|"VD04"
"Vionnaz"|1895|0|"Vionnaz"|"VS"|558479|128763|3886|6.899650|46.308986|6158|"VS08"
"Vira (Gambarogno)"|6574|0|"Gambarogno"|"TI"|708451|111203|3887|8.842239|46.143583|5398|"TI02"
"Visp"|3930|0|"Visp"|"VS"|633799|126732|3888|7.877239|46.291150|6297|"VS03"
"Visperterminen"|3932|0|"Visperterminen"|"VS"|636345|123223|3889|7.910006|46.259450|6298|"VS03"
"Vissoie"|3961|21|"Anniviers"|"VS"|611121|118101|3890|7.582747|46.214267|6252|"VS05"
"Vitznau"|6354|0|"Vitznau"|"LU"|679472|207121|3891|8.483772|47.010375|1068|"LU01"
"Vnà"|7557|0|"Valsot"|"GR"|822939|192367|3892|10.362100|46.845056|3764|"GR04"
"Vogelsang AG"|5412|1|"Gebenstorf"|"AG"|660323|261144|3893|8.239208|47.498281|4029|"AG02"
"Vogorno"|6632|0|"Vogorno"|"TI"|709559|120012|3894|8.858639|46.222633|5135|"TI02"
"Volken"|8459|0|"Volken"|"ZH"|689565|269805|3895|8.628986|47.572836|43|"ZH08"
"Volketswil"|8604|0|"Volketswil"|"ZH"|694181|249407|3896|8.686017|47.388753|199|"ZH02"
"Vollèges"|1941|0|"Vollèges"|"VS"|579128|104020|3897|7.168797|46.087369|6036|"VS07"
"Vordemwald"|4803|0|"Vordemwald"|"AG"|634619|235843|3898|7.896133|47.272578|4287|"AG11"
"Vorderthal"|8857|0|"Vorderthal"|"SZ"|710850|220115|3899|8.899522|47.122736|1348|"SZ01"
"Vouvry"|1896|0|"Vouvry"|"VS"|557450|131710|3900|6.886025|46.335431|6159|"VS08"
"Vrin"|7149|0|"Lumnezia"|"GR"|727027|168633|3901|9.098308|46.656839|3618|"GR12"
"Vuadens"|1628|0|"Vuadens"|"FR"|567867|162887|3902|7.019147|46.616461|2160|"FR03"
"Vuarmarens"|1674|0|"Ursy"|"FR"|553168|166150|3903|6.826928|46.644944|2102|"FR02"
"Vuarrens"|1418|0|"Vuarrens"|"VD"|539536|170974|3904|6.648244|46.687242|5539|"VD02"
"Vucherens"|1509|0|"Vucherens"|"VD"|549090|163691|3905|6.773936|46.622528|5692|"VD03"
"Vufflens-la-Ville"|1302|0|"Vufflens-la-Ville"|"VD"|531029|158806|3906|6.538875|46.576967|5503|"VD02"
"Vufflens-le-Château"|1134|0|"Vufflens-le-Château"|"VD"|525750|153294|3907|6.470900|46.526822|5653|"VD02"
"Vugelles-La Mothe"|1431|0|"Vugelles-La Mothe"|"VD"|534375|186242|3908|6.578597|46.824089|5937|"VD03"
"Vuibroye"|1610|2|"Oron"|"VD"|551454|158055|3909|6.805394|46.572006|5805|"VD02"
"Vuippens"|1633|2|"Marsens"|"FR"|572010|167578|3910|7.072947|46.658847|2140|"FR03"
"Vuissens"|1486|0|"Vuissens"|"FR"|548576|176531|3911|6.765789|46.737986|2049|"FR01"
"Vuisternens-devant-Romont"|1687|0|"Vuisternens-devant-Romont"|"FR"|561047|167345|3912|6.929736|46.656200|2113|"FR02"
"Vuisternens-en-Ogoz"|1696|0|"Vuisternens-en-Ogoz"|"FR"|570518|173028|3913|7.053103|46.707806|2231|"FR04"
"Vuiteboeuf"|1445|0|"Vuiteboeuf"|"VD"|532161|184376|3914|6.549861|46.807083|5766|"VD03"
"Vulliens"|1085|0|"Vulliens"|"VD"|550832|163581|3915|6.796692|46.621669|5803|"VD02"
"Vullierens"|1115|0|"Vullierens"|"VD"|526606|158550|3916|6.481219|46.574194|5654|"VD02"
"Vulpera"|7552|0|"Scuol"|"GR"|817387|185731|3917|10.286197|46.787239|3762|"GR04"
"Vättis"|7315|0|"Pfäfers"|"SG"|752183|197371|3918|9.436417|46.910008|3294|"SG05"
"Vérossaz"|1891|11|"Vérossaz"|"VS"|565252|117776|3919|6.988386|46.210536|6220|"VS08"
"Vésenaz"|1222|0|"Collonge-Bellerive"|"GE"|504433|121434|3920|6.199664|46.237556|6616|"GE01"
"Vétroz"|1963|0|"Vétroz"|"VS"|587654|119147|3921|7.278625|46.223653|6025|"VS06"
"Wabern"|3084|0|"Köniz"|"BE"|600830|197499|3922|7.449536|46.928583|355|"BE01"
"Wagen"|8646|0|"Rapperswil-Jona"|"SG"|709591|232373|3923|8.885914|47.233186|3340|"SG06"
"Wagenhausen"|8259|4|"Wagenhausen"|"TG"|705876|279952|3924|8.848144|47.661653|4871|"TG07"
"Wagerswil"|8564|6|"Wigoltingen"|"TG"|722046|274379|3925|9.061822|47.608731|4701|"TG05"
"Wahlen b. Laufen"|4246|0|"Wahlen"|"BL"|605850|250182|3926|7.516133|47.402431|2792|"BL05"
"Wahlendorf"|3046|0|"Meikirch"|"BE"|592117|206257|3927|7.334978|47.007317|307|"BE01"
"Walchwil"|6318|0|"Walchwil"|"ZG"|681692|217144|3928|8.514769|47.100256|1710|"ZG01"
"Wald AR"|9044|0|"Wald (AR)"|"AR"|754689|253773|3929|9.488644|47.416583|3036|"AR01"
"Wald ZH"|8636|0|"Wald (ZH)"|"ZH"|711847|237615|3930|8.917003|47.279950|120|"ZH11"
"Walde AG"|5046|2|"Schmiedrued"|"AG"|650978|234428|3931|8.112153|47.258792|4143|"AG01"
"Walde SG"|8727|0|"Eschenbach (SG)"|"SG"|719132|236860|3932|9.013069|47.271886|3342|"SG06"
"Waldenburg"|4437|0|"Waldenburg"|"BL"|623400|248068|3933|7.748511|47.383028|2895|"BL04"
"Waldhäusern AG"|5624|2|"Bünzen"|"AG"|666480|242203|3934|8.318097|47.327339|4229|"AG07"
"Waldkirch"|9205|0|"Waldkirch"|"SG"|738730|259251|3935|9.278928|47.469394|3444|"SG01"
"Waldstatt"|9104|0|"Waldstatt"|"AR"|739324|246996|3936|9.282986|47.359075|3007|"AR01"
"Walenstadt"|8880|0|"Walenstadt"|"SG"|741793|220748|3937|9.307383|47.122525|3298|"SG05"
"Walenstadtberg"|8881|1|"Walenstadt"|"SG"|740511|222314|3938|9.290981|47.136881|3298|"SG05"
"Walkringen"|3512|0|"Walkringen"|"BE"|613413|199677|3939|7.614822|46.948039|626|"BE06"
"Wallbach"|4323|0|"Wallbach"|"AG"|634753|268090|3940|7.900411|47.562600|4261|"AG08"
"Wallenbuch"|3206|2|"Gurmels"|"FR"|583660|197749|3941|7.224075|46.930633|662|"BE01"
"Wallenried"|1784|3|"Wallenried"|"FR"|575362|191544|3942|7.115450|46.874561|2254|"FR05"
"Wallenwil"|8360|2|"Eschlikon"|"TG"|714252|256904|3943|8.953706|47.452997|4724|"TG06"
"Wallisellen"|8304|0|"Wallisellen"|"ZH"|687250|252632|3944|8.594861|47.418711|69|"ZH07"
"Walliswil b. Niederbipp"|3380|2|"Walliswil bei Niederbipp"|"BE"|619168|231858|3945|7.691778|47.237364|992|"BE07"
"Walliswil b. Wangen"|3377|0|"Walliswil bei Wangen"|"BE"|618499|230909|3946|7.682903|47.228847|991|"BE07"
"Walperswil"|3272|0|"Walperswil"|"BE"|584156|212037|3947|7.230089|47.059167|754|"BE08"
"Waltalingen"|8468|0|"Waltalingen"|"ZH"|700337|275447|3948|8.773397|47.622014|44|"ZH08"
"Waltensburg/Vuorz"|7158|0|"Waltensburg/Vuorz"|"GR"|728102|181691|3949|9.115997|46.774072|3616|"GR12"
"Waltenschwil"|5622|0|"Waltenschwil"|"AG"|664824|242985|3950|8.296306|47.334539|4240|"AG10"
"Walterswil BE"|4942|0|"Walterswil (BE)"|"BE"|625638|218038|3951|7.776436|47.112839|959|"BE07"
"Walterswil SO"|5746|0|"Walterswil (SO)"|"SO"|639101|241642|3952|7.955867|47.324486|2585|"SO03"
"Walzenhausen"|9428|0|"Walzenhausen"|"AR"|763347|257812|3953|9.604806|47.450806|3037|"AR01"
"Wangen SZ"|8855|0|"Wangen (SZ)"|"SZ"|710039|227613|3954|8.890667|47.190303|1349|"SZ01"
"Wangen an der Aare"|3380|0|"Wangen an der Aare"|"BE"|616845|231215|3955|7.661075|47.231644|992|"BE07"
"Wangen b. Dübendorf"|8602|0|"Wangen-Brüttisellen"|"ZH"|691381|251651|3956|8.649397|47.409328|200|"ZH02"
"Wangen b. Olten"|4612|0|"Wangen bei Olten"|"SO"|633156|243627|3957|7.877375|47.342664|2586|"SO03"
"Wangenried"|3374|0|"Wangenried"|"BE"|616439|229600|3958|7.655656|47.217128|993|"BE07"
"Wangs"|7323|0|"Vilters-Wangs"|"SG"|751529|210628|3959|9.432256|47.029367|3297|"SG05"
"Wanzwil"|3372|0|"Heimenhausen"|"BE"|619199|227582|3960|7.692006|47.198903|977|"BE07"
"Warth"|8532|0|"Warth-Weiningen"|"TG"|708166|271373|3961|8.876533|47.584136|4621|"TG04"
"Wasen im Emmental"|3457|0|"Sumiswald"|"BE"|627244|210289|3962|7.797131|47.043072|957|"BE06"
"Wassen UR"|6484|0|"Wassen"|"UR"|688481|173447|3963|8.595703|46.706361|1220|"UR01"
"Wasserauen"|9057|3|"Schwende"|"AI"|750549|238879|3964|9.428797|47.283622|3105|"AI01"
"Wasterkingen"|8195|0|"Wasterkingen"|"ZH"|677773|271560|3965|8.472592|47.590119|70|"ZH07"
"Watt"|8105|2|"Regensdorf"|"ZH"|678960|255312|3966|8.485492|47.443861|96|"ZH06"
"Wattenwil"|3665|0|"Wattenwil"|"BE"|605059|179930|3967|7.504869|46.770525|886|"BE03"
"Wattwil"|9630|0|"Wattwil"|"SG"|725165|240006|3968|9.093656|47.299058|3379|"SG07"
"Wauwil"|6242|0|"Wauwil"|"LU"|644258|226313|3969|8.022575|47.186286|1146|"LU03"
"Wavre"|2075|2|"La Tène"|"NE"|568384|208534|3970|7.022736|47.027092|6461|"NE01"
"Weesen"|8872|0|"Weesen"|"SG"|725777|221964|3971|9.096706|47.136697|3316|"SG06"
"Wegenstetten"|4317|0|"Wegenstetten"|"AG"|637121|260463|3972|7.931239|47.493875|4262|"AG08"
"Weggis"|6353|0|"Weggis"|"LU"|675680|209553|3973|8.434314|47.032694|1069|"LU01"
"Weiach"|8187|0|"Weiach"|"ZH"|675072|267510|3974|8.436003|47.554014|102|"ZH06"
"Weier im Emmental"|3462|0|"Affoltern im Emmental"|"BE"|623910|212442|3975|7.753375|47.062567|951|"BE06"
"Weinfelden"|8570|0|"Weinfelden"|"TG"|726143|269302|3976|9.114856|47.562306|4946|"TG08"
"Weingarten-Kalthäusern"|9508|0|"Lommis"|"TG"|716714|264876|3977|8.988433|47.524250|4741|"TG06"
"Weiningen TG"|8532|2|"Warth-Weiningen"|"TG"|709226|271719|3978|8.890706|47.587072|4621|"TG04"
"Weiningen ZH"|8104|0|"Weiningen (ZH)"|"ZH"|675148|252242|3979|8.434439|47.416697|251|"ZH01"
"Weissbad"|9057|0|"Schwende"|"AI"|750742|241677|3980|9.432286|47.308736|3105|"AI01"
"Weissenburg"|3764|0|"Därstetten"|"BE"|602829|167475|3981|7.475597|46.658500|761|"BE03"
"Weissenstein b. Solothurn"|4515|1|"Oberdorf (SO)"|"SO"|605099|233347|3982|7.505994|47.251014|2553|"SO01"
"Weisslingen"|8484|0|"Weisslingen"|"ZH"|699648|254184|3983|8.759478|47.430908|180|"ZH10"
"Weisstannen"|7326|0|"Mels"|"SG"|744797|206151|3984|9.342292|46.990614|3293|"SG05"
"Weite"|9476|0|"Wartau"|"SG"|756490|217572|3985|9.499897|47.090656|3276|"SG04"
"Welschenrohr"|4716|0|"Welschenrohr"|"SO"|606012|236563|3986|7.518097|47.279933|2429|"SO04"
"Wengen"|3823|0|"Lauterbrunnen"|"BE"|636828|161887|3987|7.919339|46.607225|584|"BE05"
"Wengi b. Büren"|3251|0|"Wengi"|"BE"|596707|214788|3988|7.395272|47.084092|310|"BE08"
"Wengi b. Frutigen"|3714|3|"Reichenbach im Kandertal"|"BE"|617176|162060|3989|7.662839|46.609575|567|"BE02"
"Wenslingen"|4493|0|"Wenslingen"|"BL"|635825|254489|3990|7.913561|47.440219|2865|"BL03"
"Werdenberg"|9470|5|"Grabs"|"SG"|753341|226157|3991|9.461353|47.168589|3271|"SG04"
"Wergenstein"|7433|5|"Casti-Wergenstein"|"GR"|750559|165709|3992|9.404689|46.625653|3708|"GR08"
"Wermatswil"|8615|0|"Uster"|"ZH"|698753|246518|3993|8.745922|47.362103|198|"ZH02"
"Wernetshausen"|8342|0|"Hinwil"|"ZH"|707983|239659|3994|8.866433|47.298975|117|"ZH11"
"Werthenstein"|6106|0|"Werthenstein"|"LU"|650512|211699|3995|8.103453|47.054392|1009|"LU04"
"Wettingen"|5430|0|"Wettingen"|"AG"|667347|258224|3996|8.331978|47.471339|4045|"AG09"
"Wettswil"|8907|0|"Wettswil am Albis"|"ZH"|677860|243687|3997|8.468886|47.339442|14|"ZH05"
"Wetzikon TG"|8512|3|"Thundorf"|"TG"|717414|266362|3998|8.998117|47.537489|4611|"TG04"
"Wetzikon ZH"|8620|0|"Wetzikon (ZH)"|"ZH"|703395|242180|3999|8.806361|47.322381|121|"ZH11"
"Wetzikon ZH"|8623|0|"Wetzikon (ZH)"|"ZH"|704168|243344|4000|8.816856|47.332728|121|"ZH11"
"Wichtrach"|3114|0|"Wichtrach"|"BE"|610268|188487|4001|7.573258|46.847439|632|"BE01"
