"TEXT"|"CODE"|"ZUSATZZIFFER"|"GEMEINDE"|"KANTON"|"E"|"N"|"ID"|"LONGITUDE"|"LATITUDE"|"BFS_NR"|"AVAM_SUCHREGION"
"Stein AG"|4332|0|"Stein (AG)"|"AG"|638943|266354|3506|7.955931|47.546753|4260|"AG08"
"Stein AR"|9063|0|"Stein (AR)"|"AR"|744069|248836|3507|9.346367|47.374600|3005|"AR01"
"Stein SG"|9655|0|"Nesslau"|"SG"|735722|229193|3508|9.229939|47.199739|3360|"SG07"
"Stein am Rhein"|8260|0|"Stein am Rhein"|"SH"|706783|279667|3509|8.860147|47.658942|2964|"SH01"
"Steinach"|9323|0|"Steinach"|"SG"|750792|263244|3510|9.440219|47.502642|3217|"SG02"
"Steinebrunn"|9314|0|"Egnach"|"TG"|743614|266758|3511|9.346111|47.535844|4411|"TG01"
"Steinen"|6422|0|"Steinen"|"SZ"|689148|211362|3512|8.611836|47.047292|1373|"SZ01"
"Steinerberg"|6416|0|"Steinerberg"|"SZ"|687069|212240|3513|8.584650|47.055464|1374|"SZ01"
"Steinhaus"|3995|4|"Ernen"|"VS"|661481|140536|3514|8.238269|46.413356|6056|"VS01"
"Steinhaus"|3995|4|"Ernen"|"VS"|656886|141352|3515|8.178608|46.421103|6056|"VS01"
"Steinhausen"|6312|0|"Steinhausen"|"ZG"|679692|228075|3516|8.490356|47.198811|1708|"ZG01"
"Steinhof SO"|4556|4|"Aeschi (SO)"|"SO"|618783|223161|3517|7.686331|47.159147|2511|"SO01"
"Steinhuserberg"|6114|0|"Wolhusen"|"LU"|646188|210392|3518|8.046411|47.042950|1107|"LU02"
"Steinmaur"|8162|0|"Steinmaur"|"ZH"|676530|260899|3519|8.454236|47.494392|101|"ZH06"
"Stels"|7226|0|"Schiers"|"GR"|779410|209284|3520|9.798347|47.010328|3962|"GR02"
"Stels"|7226|0|"Schiers"|"GR"|773406|204184|3521|9.717475|46.966067|3962|"GR02"
"Sternenberg"|8499|0|"Bauma"|"ZH"|711225|249541|3522|8.911742|47.387303|297|"ZH10"
"Stetten AG"|5608|0|"Stetten (AG)"|"AG"|665164|250451|3523|8.301889|47.401653|4041|"AG02"
"Stetten SH"|8234|0|"Stetten (SH)"|"SH"|691845|288469|3524|8.663150|47.740353|2919|"SH01"
"Stettfurt"|9507|0|"Stettfurt"|"TG"|714614|264923|3525|8.960567|47.525042|4606|"TG04"
"Stettlen"|3066|0|"Bolligen"|"BE"|606819|201418|3526|7.528233|46.963800|358|"BE01"
"Stierva"|7459|0|"Albula/Alvra"|"GR"|760716|170308|3527|9.538869|46.664644|3542|"GR07"
"Stilli"|5233|0|"Villigen"|"AG"|659721|263162|3528|8.231489|47.516486|4121|"AG03"
"Stoos SZ"|6433|0|"Morschach"|"SZ"|693269|203994|3529|8.664544|46.980456|1366|"SZ01"
"Strada"|7558|0|"Valsot"|"GR"|828411|194678|3530|10.434944|46.863972|3764|"GR04"
"Strengelbach"|4802|0|"Strengelbach"|"AG"|636430|236814|3531|7.920144|47.281214|4285|"AG11"
"Studen BE"|2557|0|"Studen (BE)"|"BE"|589724|218015|3532|7.303242|47.113047|749|"BE08"
"Studen SZ"|8845|0|"Unteriberg"|"SZ"|705955|214539|3533|8.833719|47.073389|1375|"SZ01"
"Stugl/Stuls"|7482|2|"Bergün/Bravuogn"|"GR"|775606|169097|3534|9.732883|46.650003|3521|"GR07"
"Stäfa"|8712|0|"Stäfa"|"ZH"|697854|232809|3535|8.731036|47.238950|158|"ZH04"
"Stüsslingen"|4655|0|"Stüsslingen"|"SO"|640439|249410|3536|7.974267|47.394272|2498|"SO03"
"Suberg"|3262|0|"Grossaffoltern"|"BE"|592160|212297|3537|7.335439|47.061647|303|"BE08"
"Subingen"|4553|0|"Subingen"|"SO"|613954|227317|3538|7.622781|47.196650|2532|"SO01"
"Suchy"|1433|0|"Suchy"|"VD"|535811|174929|3539|6.599003|46.722469|5929|"VD03"
"Suen (St-Martin)"|1969|4|"Saint-Martin (VS)"|"VS"|600100|114480|3540|7.439933|46.181783|6087|"VS06"
"Sufers"|7434|0|"Sufers"|"GR"|747819|159697|3541|9.366994|46.572200|3695|"GR08"
"Sugiez"|1786|0|"Bas-Vully"|"FR"|575202|201253|3542|7.112822|46.961889|2280|"FR05"
"Sugnens"|1043|0|"Montilliez"|"VD"|541235|167423|3543|6.670908|46.655453|5540|"VD02"
"Suhr"|5034|0|"Suhr"|"AG"|648929|247181|3544|8.086472|47.373647|4012|"AG01"
"Sulgen"|8583|0|"Sulgen"|"TG"|731209|267104|3545|9.181506|47.541550|4506|"TG02"
"Sullens"|1036|0|"Sullens"|"VD"|533210|160708|3546|6.567047|46.594297|5501|"VD02"
"Sulz AG"|5085|0|"Laufenburg"|"AG"|649139|265166|3547|8.091231|47.535383|4170|"AG04"
"Sulz LU"|6284|2|"Hitzkirch"|"LU"|664404|230258|3548|8.288925|47.220114|1030|"LU05"
"Sulzbach"|8614|2|"Uster"|"ZH"|698873|242835|3549|8.746700|47.328964|115|"ZH11"
"Sumiswald"|3454|0|"Sumiswald"|"BE"|623288|208571|3550|7.744989|47.027769|957|"BE06"
"Summaprada"|7421|0|"Cazis"|"GR"|752626|175661|3551|9.434978|46.714681|3661|"GR10"
"Sumvitg"|7175|0|"Sumvitg"|"GR"|714616|176129|3552|8.938067|46.726503|3985|"GR13"
"Sundlauenen"|3800|5|"Beatenberg"|"BE"|627305|170759|3553|7.795567|46.687489|593|"BE05"
"Sur"|7456|0|"Sur"|"GR"|768429|154739|3554|9.633917|46.522744|3540|"GR07"
"Surava"|7472|0|"Albula/Alvra"|"GR"|766489|170416|3555|9.614311|46.664200|3542|"GR07"
"Surcasti"|7115|0|"Lumnezia"|"GR"|732857|173121|3556|9.175756|46.696067|3618|"GR12"
"Surcuolm"|7138|0|"Mundaun"|"GR"|730286|179930|3557|9.144083|46.757811|3617|"GR12"
"Surin"|7148|2|"Lumnezia"|"GR"|728560|169631|3558|9.118611|46.665522|3618|"GR12"
"Surpierre"|1528|0|"Surpierre"|"FR"|555884|177251|3559|6.861336|46.744986|2044|"FR01"
"Surrein"|7173|0|"Sumvitg"|"GR"|715590|175603|3560|8.950672|46.721606|3985|"GR13"
"Sursee"|6210|0|"Sursee"|"LU"|650852|224924|3561|8.109414|47.173317|1103|"LU02"
"Susch"|7542|0|"Zernez"|"GR"|801433|181141|3562|10.075358|46.750992|3746|"GR04"
"Suscévaz"|1437|0|"Suscévaz"|"VD"|534254|179589|3563|6.577969|46.764236|5930|"VD03"
"Susten"|3952|0|"Leuk"|"VS"|616144|128537|3564|7.648200|46.308042|6110|"VS04"
"Sutz"|2572|0|"Sutz-Lattrigen"|"BE"|583169|217023|3565|7.216914|47.103992|742|"BE08"
"Syens"|1510|2|"Syens"|"VD"|549482|166301|3566|6.778767|46.646036|5688|"VD03"
"Sâles (Gruyère)"|1625|0|"Sâles"|"FR"|564356|165036|3567|6.973144|46.635614|2152|"FR03"
"Säriswil"|3049|0|"Wohlen bei Bern"|"BE"|592130|204383|3568|7.335181|46.990461|360|"BE01"
"Sédeilles"|1554|0|"Villarzel"|"VD"|561354|177703|3569|6.932875|46.749392|5830|"VD03"
"Sévaz"|1541|3|"Sévaz"|"FR"|557042|187694|3570|6.875508|46.839000|2033|"FR01"
"Sévery"|1141|0|"Sévery"|"VD"|523297|158781|3571|6.438019|46.575900|5500|"VD02"
"Sörenberg"|6174|0|"Flühli"|"LU"|645300|185974|3572|8.032297|46.823372|1004|"LU04"
"Süderen"|3618|0|"Röthenbach im Emmental"|"BE"|624455|185289|3573|7.759089|46.818303|946|"BE03"
"Sünikon"|8162|1|"Steinmaur"|"ZH"|674933|260444|3574|8.432967|47.490483|101|"ZH06"
"Tafers"|1712|0|"Tafers"|"FR"|583049|185212|3575|7.216519|46.817842|2306|"FR06"
"Tagelswangen"|8317|0|"Lindau"|"ZH"|692796|253757|3576|8.668578|47.428069|176|"ZH10"
"Tamins"|7015|0|"Tamins"|"GR"|750477|188660|3577|9.411156|46.832064|3733|"GR11"
"Tann"|8632|0|"Dürnten"|"ZH"|706634|235910|3578|8.847711|47.265478|113|"ZH11"
"Tannay"|1295|2|"Tannay"|"VD"|502753|129385|3579|6.176228|46.308828|5729|"VD04"
"Tarasp"|7553|0|"Scuol"|"GR"|815792|184394|3580|10.264692|46.775739|3762|"GR04"
"Tartar"|7422|0|"Cazis"|"GR"|751467|176159|3581|9.419989|46.719422|3661|"GR10"
"Tartegnin"|1180|2|"Tartegnin"|"VD"|513698|146736|3582|6.315064|46.466389|5862|"VD04"
"Tatroz"|1617|2|"Attalens"|"FR"|556298|152922|3583|6.869064|46.526167|2333|"FR07"
"Tavanasa"|7162|0|"Breil/Brigels"|"GR"|724246|179511|3584|9.064931|46.755194|3981|"GR13"
"Tavannes"|2710|0|"Tavannes"|"BE"|581728|230091|3585|7.197400|47.221494|713|"BE09"
"Taverne"|6807|0|"Torricella-Taverne"|"TI"|715584|102918|3586|8.932494|46.067883|5227|"TI03"
"Tecknau"|4492|0|"Tecknau"|"BL"|633377|255464|3587|7.881183|47.449117|2862|"BL03"
"Tegerfelden"|5306|0|"Tegerfelden"|"AG"|663738|267863|3588|8.285489|47.558386|4320|"AG12"
"Tegna"|6652|0|"Terre di Pedemonte"|"TI"|700808|115805|3589|8.744333|46.186161|5396|"TI02"
"Tenero"|6598|0|"Tenero-Contra"|"TI"|708956|115321|3590|8.849733|46.180539|5131|"TI02"
"Tenna"|7106|0|"Safiental"|"GR"|744985|179118|3591|9.336167|46.747472|3672|"GR10"
"Tenniken"|4456|0|"Tenniken"|"BL"|628498|254038|3592|7.816403|47.436519|2863|"BL03"
"Tennwil"|5617|0|"Meisterschwanden"|"AG"|659153|239836|3593|8.220864|47.306750|4202|"AG10"
"Tentlingen"|1734|0|"Tentlingen"|"FR"|581782|179901|3594|7.200128|46.770036|2307|"FR06"
"Termen"|3912|0|"Termen"|"VS"|645086|131099|3595|8.024128|46.329769|6010|"VS02"
"Termine"|6998|0|"Monteggio"|"TI"|704950|95082|3596|8.793336|45.999142|5202|"TI03"
"Territet"|1820|5|"Montreux"|"VD"|560376|141847|3597|6.923158|46.426797|5891|"VD05"
"Tersnaus"|7116|0|"Lumnezia"|"GR"|733749|172711|3598|9.187294|46.692203|3603|"GR12"
"Tesserete"|6950|0|"Capriasca"|"TI"|718362|103292|3599|8.968483|46.070767|5226|"TI03"
"Teufen AR"|9053|0|"Teufen (AR)"|"AR"|747676|250695|3600|9.394725|47.390517|3024|"AR01"
"Teufen ZH"|8428|0|"Freienstein-Teufen"|"ZH"|684966|267185|3601|8.567372|47.549886|57|"ZH07"
"Teufenthal AG"|5723|0|"Teufenthal (AG)"|"AG"|651945|242143|3602|8.125819|47.328106|4145|"AG06"
"Teuffenthal b. Thun"|3623|0|"Teuffenthal (BE)"|"BE"|620813|179551|3603|7.711106|46.766811|940|"BE03"
"Thal"|9425|0|"Thal"|"SG"|760638|259321|3604|9.569442|47.465039|3237|"SG02"
"Thalheim AG"|5112|0|"Thalheim (AG)"|"AG"|650105|254122|3605|8.102819|47.435986|4117|"AG03"
"Thalheim an der Thur"|8478|0|"Thalheim an der Thur"|"ZH"|698658|270641|3606|8.750000|47.579050|39|"ZH08"
"Thalkirch"|7109|0|"Safiental"|"GR"|741018|167020|3607|9.280550|46.639525|3672|"GR10"
"Thalwil"|8800|0|"Thalwil"|"ZH"|685438|238407|3608|8.568142|47.291017|141|"ZH03"
"Thayngen"|8240|0|"Thayngen"|"SH"|695434|289315|3609|8.711175|47.747447|2920|"SH01"
"Theilingen"|8484|3|"Weisslingen"|"ZH"|700381|252860|3610|8.768894|47.418892|180|"ZH10"
"Therwil"|4106|0|"Therwil"|"BL"|608231|260643|3611|7.547869|47.496492|2775|"BL01"
"Thielle"|2075|1|"La Tène"|"NE"|568908|207873|3612|7.029675|47.021172|6461|"NE01"
"Thierachern"|3634|0|"Thierachern"|"BE"|610520|177824|3613|7.576317|46.751517|941|"BE03"
"Thierrens"|1410|0|"Montanaire"|"VD"|547812|172652|3614|6.756233|46.703036|2038|"FR01"
"Thun"|3600|0|"Thun"|"BE"|614716|178636|3615|7.631258|46.758742|942|"BE03"
"Thun"|3604|0|"Thun"|"BE"|613915|176609|3616|7.620711|46.740525|942|"BE03"
"Thun"|3608|0|"Thun"|"BE"|612244|176540|3617|7.598847|46.739939|942|"BE03"
"Thun"|3603|0|"Thun"|"BE"|612338|178997|3618|7.600142|46.762039|942|"BE03"
"Thundorf"|8512|0|"Thundorf"|"TG"|715125|267203|3619|8.967939|47.545456|4611|"TG04"
"Thunstetten"|4922|2|"Thunstetten"|"BE"|623714|227887|3621|7.751606|47.201500|342|"BE07"
"Thusis"|7430|0|"Thusis"|"GR"|753262|174793|3622|9.443003|46.706728|3668|"GR10"
"Thyon"|1988|1|"Vex"|"VS"|595093|113835|3623|7.375094|46.175964|6089|"VS06"
"Thônex"|1226|0|"Thônex"|"GE"|504270|115959|3624|6.198672|46.188286|6640|"GE01"
"Thônex"|1226|0|"Thônex"|"GE"|503198|115533|3625|6.184875|46.184303|6640|"GE01"
"Thörigen"|3367|0|"Thörigen"|"BE"|622066|224929|3626|7.729711|47.174950|989|"BE07"
"Thörishaus"|3174|0|"Köniz"|"BE"|593382|193663|3627|7.351794|46.894044|355|"BE01"
"Thürnen"|4441|0|"Thürnen"|"BL"|629352|256072|3628|7.827856|47.454778|2864|"BL03"
"Tiefencastel"|7450|0|"Albula/Alvra"|"GR"|763317|170081|3629|9.572761|46.661969|3542|"GR07"
"Tinizong"|7453|0|"Tinizong-Rona"|"GR"|767130|161471|3630|9.619433|46.583606|3541|"GR07"
"Titterten"|4425|0|"Titterten"|"BL"|621204|250380|3631|7.719542|47.403894|2894|"BL04"
"Tobel"|9555|0|"Tobel-Tägerschen"|"TG"|720225|264213|3632|9.034861|47.517656|4776|"TG06"
"Toffen"|3125|0|"Toffen"|"BE"|604132|189711|3633|7.492822|46.858517|884|"BE01"
"Tolochenaz"|1131|0|"Tolochenaz"|"VD"|525949|150968|3634|6.473867|46.505922|5649|"VD02"
"Torgon"|1899|0|"Vionnaz"|"VS"|556872|129464|3635|6.878725|46.315192|6158|"VS08"
"Torny-le-Grand"|1748|0|"Torny"|"FR"|564094|180047|3636|6.968550|46.770631|2115|"FR02"
"Torre"|6717|1|"Blenio"|"TI"|716338|149562|3637|8.953875|46.487267|5049|"TI01"
"Torricella"|6808|0|"Torricella-Taverne"|"TI"|714511|102683|3638|8.918572|46.065953|5227|"TI03"
"Trachselwald"|3456|0|"Trachselwald"|"BE"|623163|207378|3639|7.743283|47.017042|958|"BE06"
"Trachslau"|8840|2|"Einsiedeln"|"SZ"|697685|217111|3640|8.725406|47.097792|1301|"SZ01"
"Tramelan"|2720|0|"Tramelan"|"BE"|574138|230301|3641|7.097183|47.223131|446|"BE09"
"Trans"|7407|0|"Domleschg"|"GR"|754673|181191|3642|9.463606|46.763936|3673|"GR10"
"Trasadingen"|8219|0|"Trasadingen"|"SH"|674510|280171|3643|8.430661|47.667936|2973|"SH01"
"Travers"|2105|0|"Val-de-Travers"|"NE"|541835|199149|3644|6.674711|46.940881|6512|"NE02"
"Treiten"|3226|0|"Treiten"|"BE"|578884|206484|3645|7.160956|47.009069|500|"BE08"
"Tremona"|6865|0|"Mendrisio"|"TI"|718006|82174|3646|8.958597|45.880900|5254|"TI04"
"Trey"|1552|0|"Trey"|"VD"|560837|180027|3647|6.925911|46.770267|5827|"VD03"
"Treycovagnes"|1436|0|"Treycovagnes"|"VD"|536668|180663|3648|6.609419|46.774128|5904|"VD03"
"Treyfayes"|1626|2|"Sâles"|"FR"|562979|167117|3649|6.954994|46.654258|2152|"FR03"
"Treytorrens (Payerne)"|1538|0|"Treytorrens (Payerne)"|"VD"|551287|180194|3650|6.800869|46.771139|5828|"VD03"
"Treyvaux"|1733|0|"Treyvaux"|"FR"|576986|175302|3651|7.137569|46.728517|2226|"FR04"
"Triboltingen"|8273|0|"Ermatingen"|"TG"|725375|280373|3652|9.107781|47.661997|4646|"TG05"
"Triengen"|6234|0|"Triengen"|"LU"|648766|231936|3653|8.082658|47.236544|1104|"LU02"
"Trient"|1929|0|"Trient"|"VS"|565645|100595|3654|6.994739|46.056008|6142|"VS07"
"Triesen"|9495|0|"Triesen"|"LI"|758623|219660|3655|9.528714|47.108922|9999|"A"
"Triesenberg"|9497|0|"Triesenberg"|"LI"|760243|220651|3656|9.550400|47.117444|9999|"A"
"Trimbach"|4632|0|"Trimbach"|"SO"|634543|246389|3657|7.895942|47.367436|2500|"SO03"
"Trimmis"|7203|0|"Trimmis"|"GR"|761408|196291|3658|9.557078|46.898119|3945|"GR02"
"Trimstein"|3083|0|"Münsingen"|"BE"|610774|194966|3659|7.580047|46.905711|616|"BE01"
"Trin"|7014|0|"Trin"|"GR"|746855|188389|3660|9.363608|46.830433|3734|"GR11"
"Trin Mulin"|7016|0|"Trin"|"GR"|744773|188427|3661|9.336339|46.831233|3734|"GR11"
"Trogen"|9043|0|"Trogen"|"AR"|753201|252691|3662|9.468561|47.407203|3025|"AR01"
"Trogne (St-Martin)"|1969|3|"Saint-Martin (VS)"|"VS"|601174|112988|3663|7.453839|46.168361|6087|"VS06"
"Troinex"|1256|0|"Troinex"|"GE"|500348|113007|3664|6.148508|46.161167|6641|"GE01"
"Troistorrents"|1872|0|"Troistorrents"|"VS"|559912|119946|3665|6.919008|46.229761|6156|"VS08"
"Trub"|3556|0|"Trub"|"BE"|633408|199210|3666|7.877425|46.943136|908|"BE06"
"Trubschachen"|3555|0|"Trubschachen"|"BE"|631004|196948|3667|7.845697|46.922906|909|"BE06"
"Trun"|7166|0|"Trun"|"GR"|717888|178048|3668|8.981353|46.743192|3987|"GR13"
"Truttikon"|8467|0|"Truttikon"|"ZH"|696774|275985|3669|8.726125|47.627386|41|"ZH08"
"Trélex"|1270|0|"Trélex"|"VD"|505071|140955|3670|6.203950|46.413225|5730|"VD04"
"Trübbach"|9477|0|"Wartau"|"SG"|755226|215641|3671|9.482594|47.073589|3276|"SG04"
"Trüllikon"|8466|0|"Trüllikon"|"ZH"|693897|276999|3672|8.688072|47.636922|40|"ZH08"
"Tschappina"|7428|0|"Tschappina"|"GR"|748356|172442|3673|9.378108|46.686694|3669|"GR10"
"Tscheppach"|4576|0|"Buchegg"|"SO"|603343|221968|3674|7.482714|47.148675|2465|"SO01"
"Tscherlach"|8881|6|"Walenstadt"|"SG"|744135|220374|3675|9.338119|47.118656|3298|"SG05"
"Tschiertschen"|7064|0|"Tschiertschen-Praden"|"GR"|765270|187271|3676|9.604472|46.816064|3932|"GR01"
"Tschierv"|7532|0|"Val Müstair"|"GR"|822219|167800|3677|10.340742|46.624458|3847|"GR14"
"Tschingel ob Gunten"|3656|0|"Sigriswil"|"BE"|620641|174778|3678|7.708639|46.723881|938|"BE03"
"Tschlin"|7559|0|"Valsot"|"GR"|827464|195408|3679|10.422897|46.870858|3764|"GR04"
"Tschugg"|3233|0|"Tschugg"|"BE"|572436|208483|3680|7.076042|47.026814|501|"BE08"
"Tuggen"|8856|0|"Tuggen"|"SZ"|714341|228778|3681|8.947717|47.200050|1347|"SZ01"
"Tumegl/Tomils"|7418|0|"Domleschg"|"GR"|752873|180852|3682|9.439939|46.761303|3673|"GR10"
"Turbach"|3781|0|"Saanen"|"BE"|592092|147521|3683|7.335661|46.478961|843|"BE04"
"Turbenthal"|8488|0|"Turbenthal"|"ZH"|706640|254588|3684|8.852233|47.433447|228|"ZH09"
"Turgi"|5300|0|"Turgi"|"AG"|661422|260315|3685|8.253678|47.490725|4042|"AG02"
"Turin (Salins)"|1991|4|"Sion"|"VS"|593475|118232|3686|7.354081|46.215506|6266|"VS06"
"Turtmann"|3946|0|"Turtmann-Unterems"|"VS"|620264|128030|3687|7.701658|46.303369|6119|"VS04"
"Tuttwil"|9546|0|"Wängi"|"TG"|713485|260181|3688|8.944369|47.482597|4781|"TG06"
"Twann"|2513|0|"Twann-Tüscherz"|"BE"|578837|216074|3689|7.159889|47.095331|756|"BE08"
"Tägerig"|5522|0|"Tägerig"|"AG"|663263|250874|3690|8.276769|47.405642|4077|"AG10"
"Tägerschen"|9554|0|"Tobel-Tägerschen"|"TG"|719641|262949|3691|9.026772|47.506397|4776|"TG06"
"Tägertschi"|3111|0|"Tägertschi"|"BE"|611278|191441|3692|7.586575|46.873994|625|"BE01"
"Tägerwilen"|8274|0|"Tägerwilen"|"TG"|726795|279191|3693|9.126342|47.651097|4651|"TG05"
"Täsch"|3929|0|"Täsch"|"VS"|626576|101904|3694|7.782100|46.068133|6295|"VS03"
"Täuffelen"|2575|0|"Täuffelen"|"BE"|581772|212702|3695|7.198683|47.065086|751|"BE08"
"Törbel"|3923|0|"Törbel"|"VS"|631676|120840|3696|7.849292|46.238250|6296|"VS03"
"Tübach"|9327|0|"Tübach"|"SG"|751922|261509|3697|9.454622|47.486783|3218|"SG02"
"Tüscherz-Alfermée"|2512|0|"Twann-Tüscherz"|"BE"|581534|218491|3698|7.195314|47.117150|756|"BE08"
"Udligenswil"|6044|0|"Udligenswil"|"LU"|672938|216014|3699|8.399283|47.091114|1067|"LU01"
"Ueberstorf"|3182|0|"Ueberstorf"|"FR"|589819|190605|3700|7.305108|46.866492|2308|"FR06"
"Uebeschi"|3635|0|"Uebeschi"|"BE"|608624|176503|3701|7.551478|46.739661|943|"BE03"
"Ueken"|5028|0|"Ueken"|"AG"|645655|259482|3702|8.044381|47.484517|4179|"AG04"
"Uerikon"|8713|0|"Stäfa"|"ZH"|699808|232354|3703|8.756739|47.234564|158|"ZH04"
"Uerkheim"|4813|0|"Uerkheim"|"AG"|644332|239642|3704|8.024864|47.306167|4286|"AG11"
"Uerschhausen"|8537|2|"Hüttwilen"|"TG"|703798|273915|3705|8.819072|47.607697|4821|"TG07"
"Uerzlikon"|8926|3|"Kappel am Albis"|"ZH"|680381|230514|3706|8.499883|47.220664|6|"ZH05"
"Uesslingen"|8524|0|"Uesslingen-Buch"|"TG"|705171|270911|3707|8.836617|47.580467|4616|"TG04"
"Uetendorf"|3661|0|"Uetendorf"|"BE"|610498|180818|3708|7.576097|46.778450|944|"BE03"
"Uetikon am See"|8707|0|"Uetikon am See"|"ZH"|693864|236138|3709|8.679042|47.269467|159|"ZH04"
"Uetliberg"|8143|2|"Stallikon"|"ZH"|679494|244735|3710|8.490692|47.348672|13|"ZH05"
"Uetliburg SG"|8738|0|"Gommiswald"|"SG"|720247|233613|3711|9.026933|47.242483|3341|"SG06"
"Uettligen"|3043|0|"Wohlen bei Bern"|"BE"|596080|204297|3712|7.387106|46.989722|360|"BE01"
"Uezwil"|5619|2|"Uezwil"|"AG"|662980|241004|3713|8.271633|47.316900|4078|"AG10"
"Uffikon"|6253|0|"Dagmersellen"|"LU"|644129|229076|3714|8.021142|47.211144|1125|"LU03"
"Ufhusen"|6153|0|"Ufhusen"|"LU"|635011|218611|3715|7.899975|47.117564|1145|"LU03"
"Uhwiesen"|8248|0|"Laufen-Uhwiesen"|"ZH"|689802|280734|3716|8.634347|47.671083|34|"ZH08"
"Uitikon Waldegg"|8142|0|"Uitikon"|"ZH"|676273|247141|3717|8.448478|47.370692|248|"ZH01"
"Ulisbach"|9631|0|"Wattwil"|"SG"|726155|238455|3718|9.106308|47.284922|3379|"SG07"
"Ulmiz"|3214|0|"Ulmiz"|"FR"|581880|197971|3719|7.200694|46.932583|2278|"FR05"
"Ulrichen"|3988|0|"Obergoms"|"VS"|666240|151138|3720|8.301675|46.508269|6076|"VS01"
"Umiken"|5222|0|"Brugg"|"AG"|656205|259122|3721|8.184306|47.480461|4095|"AG03"
"Undervelier"|2863|0|"Haute-Sorne"|"JU"|583384|239156|3722|7.218931|47.303075|6729|"JU01"
"Unterbach BE"|3857|0|"Meiringen"|"BE"|651473|176664|3723|8.112142|46.739181|785|"BE05"
"Unterbäch VS"|3944|0|"Unterbäch"|"VS"|627521|125818|3724|7.795719|46.283214|6201|"VS03"
"Untereggen"|9033|0|"Untereggen"|"SG"|751366|257656|3725|9.445939|47.452267|3219|"SG02"
"Unterems"|3948|0|"Turtmann-Unterems"|"VS"|619456|126759|3726|7.691117|46.291961|6119|"VS04"
"Unterendingen"|5305|0|"Endingen"|"AG"|664290|266495|3727|8.292625|47.546031|4305|"AG12"
"Unterengstringen"|8103|0|"Unterengstringen"|"ZH"|675673|251734|3728|8.441311|47.412067|249|"ZH01"
"Unterentfelden"|5035|0|"Unterentfelden"|"AG"|645297|246711|3729|8.038339|47.369681|4013|"AG01"
"Unteriberg"|8842|0|"Unteriberg"|"SZ"|703673|212606|3730|8.803236|47.056367|1375|"SZ01"
"Unterkulm"|5726|0|"Unterkulm"|"AG"|650636|240087|3731|8.108272|47.309714|4146|"AG06"
"Unterlangenegg"|3614|0|"Unterlangenegg"|"BE"|619403|183029|3732|7.692794|46.798139|945|"BE03"
"Unterlunkhofen"|8918|0|"Unterlunkhofen"|"AG"|671726|241680|3733|8.387408|47.322086|4079|"AG07"
"Unterramsern"|4588|0|"Unterramsern"|"SO"|603342|218528|3734|7.482675|47.117733|2465|"SO01"
"Unterrindal"|9604|2|"Lütisburg"|"SG"|724645|252332|3735|9.090211|47.409997|3393|"SG07"
"Unterschächen"|6465|0|"Unterschächen"|"UR"|701395|190868|3736|8.768408|46.861208|1219|"UR01"
"Unterseen"|3800|2|"Unterseen"|"BE"|631434|170794|3737|7.849544|46.687622|593|"BE05"
"Untersiggenthal"|5417|0|"Untersiggenthal"|"AG"|661872|261939|3738|8.259875|47.505289|4044|"AG02"
"Unterstammheim"|8476|0|"Unterstammheim"|"ZH"|701103|277478|3739|8.784050|47.640158|42|"ZH08"
"Untersteckholz"|4916|0|"Langenthal"|"BE"|630920|228305|3740|7.846733|47.204961|329|"BE07"
"Unterterzen"|8882|0|"Quarten"|"SG"|737556|219510|3741|9.251186|47.112286|3295|"SG05"
"Untervaz"|7204|0|"Untervaz"|"GR"|759187|199535|3742|9.529075|46.927825|3946|"GR02"
"Untervaz Bahnhof"|7201|0|"Trimmis"|"GR"|761037|197702|3743|9.552711|46.910897|3945|"GR02"
"Unterwasser"|9657|0|"Wildhaus-Alt St. Johann"|"SG"|741699|228935|3744|9.308717|47.196164|3359|"SG07"
"Unterägeri"|6314|0|"Unterägeri"|"ZG"|686786|221456|3745|8.582692|47.138389|1709|"ZG01"
"Uors (Lumnezia)"|7114|0|"Lumnezia"|"GR"|733499|173893|3746|9.184369|46.702883|3618|"GR12"
"Urdorf"|8902|0|"Urdorf"|"ZH"|674034|248668|3747|8.419089|47.384681|250|"ZH01"
"Urmein"|7427|0|"Urmein"|"GR"|750281|173153|3748|9.403494|46.692658|3670|"GR10"
"Urnerboden"|8751|0|"Spiringen"|"UR"|711553|194135|3749|8.902400|46.888967|1218|"UR01"
"Urnäsch"|9107|0|"Urnäsch"|"AR"|738960|242142|3750|9.276664|47.315506|3006|"AR01"
"Ursenbach"|4937|0|"Ursenbach"|"BE"|625359|220576|3751|7.772903|47.135678|344|"BE07"
"Ursins"|1412|2|"Ursins"|"VD"|541117|176305|3752|6.668228|46.735336|5934|"VD03"
"Urswil"|6280|2|"Hochdorf"|"LU"|665095|222473|3753|8.296925|47.150025|1031|"LU05"
"Ursy"|1670|0|"Ursy"|"FR"|553716|165105|3754|6.834189|46.635583|2102|"FR02"
"Urtenen-Schönbühl"|3322|0|"Urtenen-Schönbühl"|"BE"|604657|208282|3755|7.499897|47.025564|551|"BE01"
"Uster"|8610|0|"Uster"|"ZH"|696589|244675|3756|8.716883|47.345850|198|"ZH02"
"Uttigen"|3628|0|"Uttigen"|"BE"|610362|182449|3757|7.574356|46.793125|885|"BE03"
